,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
0,Kareem Abdul-Jabbar*,C,40,LAL,24,24,29.9,5.9,12.7,.464,0.0,0.1,.000,5.9,12.6,.467,.464,2.3,3.0,.789,2.0,3.4,5.5,1.5,0.6,1.5,1.9,3.4,14.1,13.8,.504,.007,.234,8.4,12.9,10.8,7.7,1.1,3.1,12.1,23.6,0.1,0.7,0.8,.054,-1.4,-0.6,-2.0,0.0,1988
1,Mark Acres,C,25,BOS,17,0,9.3,0.8,1.5,.538,0.0,0.0,0,0.8,1.5,.538,.538,0.5,1.1,.500,0.8,1.3,2.1,0.1,0.1,0.1,0.4,1.9,2.2,6.2,.545,.000,.692,10.9,16.7,13.8,1.8,0.3,0.4,15.0,11.4,0.1,0.2,0.2,.068,-4.1,-1.0,-5.1,-0.1,1988
2,Michael Adams,PG,25,DEN,11,11,36.9,4.3,11.8,.362,1.5,4.9,.315,2.7,6.9,.395,.427,3.3,3.7,.878,0.8,2.5,3.3,5.8,1.6,0.2,2.1,1.7,13.4,12.6,.496,.415,.315,2.2,7.7,4.8,20.8,2.1,0.3,13.4,17.3,0.2,0.2,0.4,.053,0.2,-0.2,0.0,0.2,1988
3,Mark Aguirre,SF,28,DAL,17,17,32.8,8.6,17.3,.500,0.8,2.0,.382,7.9,15.3,.515,.522,3.5,5.1,.698,2.0,3.9,5.9,3.3,0.8,0.5,2.4,2.9,21.6,20.3,.553,.116,.293,6.8,13.1,10.0,15.9,1.3,1.0,11.0,28.3,1.1,0.2,1.3,.115,4.2,-0.9,3.3,0.8,1988
4,Danny Ainge,SG,28,BOS,17,17,39.4,4.2,10.8,.386,1.1,3.4,.328,3.1,7.4,.413,.438,2.2,2.5,.881,0.9,2.2,3.1,6.4,0.5,0.1,2.4,3.8,11.6,8.6,.489,.315,.228,2.8,6.8,4.8,24.3,0.7,0.1,16.8,16.4,0.0,0.5,0.5,.035,-0.6,-1.6,-2.1,0.0,1988
5,Mark Alarie,PF,24,WSB,1,0,4.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,0,.750,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,28.9,.750,1.000,.000,0.0,29.6,14.8,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,.329,18.4,2.8,21.2,0.0,1988
6,Steve Alford,PG,23,DAL,4,0,3.0,0.8,2.0,.375,0.0,0.5,.000,0.8,1.5,.500,.375,0.0,0.0,0,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.0,1.5,10.7,.375,.250,.000,9.3,9.3,9.3,25.9,0.0,0.0,11.1,31.7,0.0,0.0,0.0,-0.108,-1.2,-5.8,-6.9,0.0,1988
7,Greg Anderson,PF,23,SAS,3,3,31.7,5.7,12.0,.472,0.0,0.0,0,5.7,12.0,.472,.472,1.3,3.0,.444,2.0,5.0,7.0,1.0,0.7,1.3,3.3,3.3,12.7,8.0,.475,.000,.250,6.2,20.9,12.4,4.1,1.0,2.4,20.0,20.2,-0.2,0.1,-0.1,-0.072,-4.7,-1.8,-6.4,-0.1,1988
8,Richard Anderson,PF,27,POR,3,0,21.0,3.7,8.0,.458,2.0,4.7,.429,1.7,3.3,.500,.583,1.3,1.3,1.000,1.7,2.7,4.3,0.3,0.7,0.3,0.7,3.7,10.7,15.5,.621,.583,.167,7.6,16.4,11.3,2.3,1.5,1.1,7.2,17.1,0.2,0.1,0.3,.195,4.0,0.8,4.8,0.1,1988
9,Thurl Bailey,SF,26,UTA,11,0,40.8,9.0,18.5,.488,0.0,0.1,.000,9.0,18.4,.490,.488,5.2,6.2,.838,1.9,3.8,5.7,1.6,0.5,2.1,1.9,2.9,23.2,16.6,.547,.005,.335,5.8,10.1,8.1,6.9,0.7,3.0,8.3,24.8,0.5,0.5,1.0,.104,1.0,0.2,1.2,0.4,1988
